,id,GRB_name,GRB_name_Fermi,T0,T0_source,ra,ra_source,decl,decl_source,pos_error,pos_error_source,T90,T90_source,T90_error,T90_error_source,T90_start,T90_start_source,fluence,fluence_source,fluence_error,fluence_error_source,redshift,redshift_source,T100,GBM_located,mjd,mjd_source
0,1,GRB150702A,GRB150702998,86197.55,Fermi_LAT,52.78,Fermi_LAT,-57.0,Fermi_LAT,0.36,Fermi_LAT,45.825,Fermi_GBM,2.064,Fermi_GBM,86199.895,Fermi_GBM,1.1741e-05,Fermi_GBM,5.4028e-08,Fermi_GBM,,,48.17,0,57205.9976568287,Fermi_LAT
1,2,GRB080120A,,62910.0,"GCN_circulars,INTEGRAL",225.2875,IPN,-10.9,IPN,0.051666666666666666,IPN,,,,,,,,,,,,,,0,54485.728125,"GCN_circulars,INTEGRAL"
2,3,GRB080123A,,15717.0,"GCN_circulars,Swift Det",338.94308333333333,Swift,-64.90088888888889,Swift,0.00022005111750942092,Swift,115.0,Swift,,,15717.0,Swift,5.699999999999999e-07,Swift,,,,,115.0,0,54488.181909722225,"GCN_circulars,Swift Det"
3,4,GRB080121A,,77395.0,Swift,137.235,Swift,41.841,Swift,0.023299530089232804,Swift,0.7,Swift,,,77395.0,Swift,3e-08,Swift,,,0.046,"GCN_circulars,Swift-BAT Det",0.7,0,54486.89577546297,Swift
4,5,GRB080122A,,66764.0,"GCN_circulars,IPN Triangulation",191.35000000000002,IPN,27.016666666666666,IPN,1.6666666666666667,IPN,,,,,,,,,,,,,,0,54487.772731481484,"GCN_circulars,IPN Triangulation"
5,6,GRB080129A,,22005.0,"GCN_circulars,Swift Det",105.28404166666667,Swift,-7.846277777777778,Swift,0.00018121856736069957,Swift,48.0,Swift,,,22005.0,Swift,8.9e-07,Swift,,,4.349,IPN,48.0,0,54494.2546875,"GCN_circulars,Swift Det"
6,7,GRB080130A,,40439.0,Swift,261.61975,Swift,-53.18669444444444,Swift,0.0005954324356137272,Swift,65.0,Swift,,,40439.0,Swift,7.699999999999999e-07,Swift,,,,,65.0,0,54495.468043981484,Swift
7,8,GRB080205A,,28551.0,"GCN_circulars,Swift Det",98.25258333333332,Swift,62.79221666666667,Swift,6.472091691453557e-05,Swift,106.5,Swift,,,28551.0,Swift,2.1e-06,Swift,,,,,106.5,0,54501.33045138889,"GCN_circulars,Swift Det"
8,9,GRB080204A,,50192.0,"GCN_circulars,IPN Triangulation",285.566,"GCN_circulars,IPN Triangulation",-62.896,"GCN_circulars,IPN Triangulation",,,,,,,,,,,,,,,,0,54500.580925925926,"GCN_circulars,IPN Triangulation"
9,10,GRB080207A,,77421.0,"GCN_circulars,Swift Det",207.51220833333332,Swift,7.502194444444444,Swift,0.00018121856736069957,Swift,340.0,Swift,,,77421.0,Swift,6.1e-06,Swift,,,2.0858,,340.0,0,54503.89607638889,"GCN_circulars,Swift Det"
10,11,GRB080210A,,28205.0,"GCN_circulars,Swift Det",251.26670833333336,Swift,13.826638888888889,Swift,7.766510029744268e-05,Swift,45.0,Swift,,,28205.0,Swift,1.8e-06,Swift,,,2.641,,45.0,0,54506.32644675926,"GCN_circulars,Swift Det"
11,12,GRB080212A,,63273.0,"GCN_circulars,Swift Det",231.1474166666667,Swift,-22.741694444444445,Swift,0.00018121856736069957,Swift,123.0,Swift,,,63273.0,Swift,2.8999999999999998e-06,Swift,,,,,123.0,0,54508.73232638889,"GCN_circulars,Swift Det"
12,13,GRB080211A,,26620.0,"GCN_circulars,IPN Triangulation",43.96666666666667,IPN,60.03333333333333,IPN,1.0833333333333333,IPN,,,,,,,,,,,,,,0,54507.30810185185,"GCN_circulars,IPN Triangulation"
13,14,GRB080218A,,72522.0,"GCN_circulars,Swift Det",355.941,Swift,12.159,Swift,0.01941627507436067,Swift,27.6,Swift,,,72522.0,Swift,6.3e-07,Swift,,,,,27.6,0,54514.839375,"GCN_circulars,Swift Det"
14,15,GRB080218B,,86267.0,"GCN_circulars,Swift Det",177.95687500000003,Swift,-53.096805555555555,Swift,0.00020710693412651383,Swift,6.2,Swift,,,86267.0,Swift,5.1e-07,Swift,,,,,6.2,0,54514.998460648145,"GCN_circulars,Swift Det"
15,16,GRB080229A,,61499.0,"GCN_circulars,Swift Det",228.21775,Swift,-14.704472222222222,Swift,0.00018121856736069957,Swift,64.0,Swift,,,61499.0,Swift,9e-06,Swift,,,,,64.0,0,54525.71179398148,"GCN_circulars,Swift Det"
16,17,GRB080229B,,84781.0,"GCN_circulars,superAGILE",199.2208333333333,IPN,-64.88333333333334,IPN,0.05,IPN,,,,,,,,,,,,,,0,54525.981261574074,"GCN_circulars,superAGILE"
17,18,GRB080303A,,33035.0,"GCN_circulars,Swift Det",112.05891666666666,Swift,-70.23380555555555,Swift,7.766510029744268e-05,Swift,67.0,Swift,,,33035.0,Swift,6.599999999999999e-07,Swift,,,,,67.0,0,54528.38234953704,"GCN_circulars,Swift Det"
18,19,GRB080307A,,41010.0,"GCN_circulars,Swift Det",136.62866666666667,Swift,35.13875,Swift,0.00018121856736069957,Swift,125.9,Swift,,,41010.0,Swift,8.699999999999999e-07,Swift,,,,,125.9,0,54532.474652777775,"GCN_circulars,Swift Det"
19,20,GRB080310A,,31078.0,"GCN_circulars,Swift Det",220.0575,Swift,-0.1748888888888889,Swift,7.766510029744268e-05,Swift,365.0,Swift,,,31078.0,Swift,2.3e-06,Swift,,,2.42,"GCN_circulars,Swift-UVOT Other",365.0,0,54535.35969907408,"GCN_circulars,Swift Det"
20,21,GRB080315A,,8701.0,"GCN_circulars,Swift Det",155.124,Swift,41.701,Swift,0.025629483098156082,Swift,65.0,Swift,,,8701.0,Swift,1.3999999999999998e-07,Swift,,,,,65.0,0,54540.10070601852,"GCN_circulars,Swift Det"
21,22,GRB080319A,,20742.0,"GCN_circulars,Swift Det",206.33320833333335,Swift,44.08002777777778,Swift,0.00022005111750942092,Swift,64.0,Swift,,,20742.0,Swift,4.8e-06,Swift,,,2.0265,IPN,64.0,0,54544.240069444444,"GCN_circulars,Swift Det"
22,23,GRB080319B,,22369.0,"GCN_circulars,Swift Det",217.92075,Swift,36.30244444444445,Swift,6.472091691453557e-05,Swift,,,,,,,8.099999999999999e-05,Swift,,,0.937,"GCN_circulars,Swift-BAT Det",,0,54544.25890046296,"GCN_circulars,Swift Det"
23,24,GRB080319C,,44756.0,"GCN_circulars,Swift Det",258.9812083333333,Swift,55.39183333333333,Swift,6.86041719294077e-05,Swift,34.0,Swift,,,44756.0,Swift,3.6e-06,Swift,,,1.95,"GCN_circulars,Other",34.0,0,54544.518009259256,"GCN_circulars,Swift Det"
24,25,GRB080319D,,61509.0,"GCN_circulars,Swift Det",99.47333333333333,Swift,23.942833333333333,Swift,6.472091691453557e-05,Swift,24.0,Swift,,,61509.0,Swift,3.2e-07,Swift,,,,,24.0,0,54544.711909722224,"GCN_circulars,Swift Det"
25,26,GRB080320A,,16658.0,"GCN_circulars,Swift Det",177.7351666666667,Swift,57.15672222222222,Swift,0.00018121856736069957,Swift,14.0,Swift,,,16658.0,Swift,2.7e-07,Swift,,,,,14.0,0,54545.19280092593,"GCN_circulars,Swift Det"
26,27,GRB080325A,,14957.0,"GCN_circulars,Swift Det",277.89300000000003,Swift,36.52388888888889,Swift,0.00022005111750942092,Swift,128.4,Swift,,,14957.0,Swift,4.9e-06,Swift,,,1.78,IPN,128.4,0,54550.173113425924,"GCN_circulars,Swift Det"
27,28,GRB080328A,,28982.306,"GCN_circulars,Konus-Wind Det",80.48279166666666,Swift,47.51094444444445,Swift,7.766510029744268e-05,Swift,90.6,Swift,,,28984.0,Swift,9.4e-06,Swift,,,,,92.294,0,54553.33544335648,"GCN_circulars,Konus-Wind Det"
28,29,GRB080330A,,13276.0,"GCN_circulars,Swift Det",169.2687916666667,Swift,30.622805555555555,Swift,0.00012944183382907113,Swift,61.0,Swift,,,13276.0,Swift,3.4e-07,Swift,,,1.51,"GCN_circulars,Optical",61.0,0,54555.153657407405,"GCN_circulars,Swift Det"
29,30,GRB080408A,,65568.0,"GCN_circulars,superAGILE",114.67916666666667,IPN,33.3,IPN,0.05,IPN,,,,,,,,,,,,,,0,54564.758888888886,"GCN_circulars,superAGILE"
30,31,GRB080409A,,4977.0,"GCN_circulars,Swift Det",84.330375,Swift,5.0849166666666665,Swift,0.00020710693412651383,Swift,20.2,Swift,,,4977.0,Swift,6.1e-07,Swift,,,,,20.2,0,54565.057604166665,"GCN_circulars,Swift Det"
31,32,GRB080411A,,76532.0,"GCN_circulars,Swift Det",37.979958333333336,Swift,-71.30202777777778,Swift,6.472091691453557e-05,Swift,56.0,Swift,,,76532.0,Swift,2.6399999999999998e-05,Swift,,,1.03,"GCN_circulars,Optical",56.0,0,54567.885787037034,"GCN_circulars,Swift Det"
32,33,GRB080413A,,10459.0,"GCN_circulars,Swift Det",287.299,Swift,-27.677852777777776,Swift,6.472091691453557e-05,Swift,46.0,Swift,,,10459.0,Swift,3.5e-06,Swift,,,2.433,,46.0,0,54569.12105324074,"GCN_circulars,Swift Det"
33,34,GRB080413B,,31872.0,"GCN_circulars,Swift Det",326.14437499999997,Swift,-19.98122222222222,Swift,6.472091691453557e-05,Swift,8.0,Swift,,,31872.0,Swift,3.2e-06,Swift,,,1.1,,8.0,0,54569.36888888889,"GCN_circulars,Swift Det"
34,35,GRB080414A,,81212.0,"GCN_circulars,INTEGRAL",272.125,IPN,-18.866666666666667,IPN,0.03333333333333333,IPN,,,,,,,,,,,,,,0,54570.9399537037,"GCN_circulars,INTEGRAL"
35,36,GRB080420A,,15167.0,"GCN_circulars,Swift Det",152.639,"GCN_circulars,Swift Det",43.242,"GCN_circulars,Swift Det",,,,,,,,,,,,,,,,0,54576.17554398148,"GCN_circulars,Swift Det"
36,37,GRB080426A,,48202.0,"GCN_circulars,Swift Det",26.499166666666667,Swift,69.4685,Swift,0.0001941627507436067,Swift,1.7,Swift,,,48202.0,Swift,3.7e-07,Swift,,,,,1.7,0,54582.55789351852,"GCN_circulars,Swift Det"
37,38,GRB080430A,,71582.0,"GCN_circulars,Swift Det",165.31108333333336,Swift,51.68566666666667,Swift,6.472091691453557e-05,Swift,16.2,Swift,,,71582.0,Swift,1.2e-06,Swift,,,0.767,"GCN_circulars,Optical",16.2,0,54586.82849537037,"GCN_circulars,Swift Det"
38,39,GRB080503A,,44773.0,"GCN_circulars,Swift Det",286.61941666666667,Swift,68.79308333333333,Swift,0.00020710693412651383,Swift,170.0,Swift,,,44773.0,Swift,2e-06,Swift,,,,,170.0,0,54589.51820601852,"GCN_circulars,Swift Det"
39,40,GRB080506A,,63981.0,"GCN_circulars,Swift Det",329.4243333333333,Swift,38.98502777777778,Swift,6.472091691453557e-05,Swift,150.0,Swift,,,63981.0,Swift,1.2999999999999998e-06,Swift,,,,,150.0,0,54592.74052083334,"GCN_circulars,Swift Det"
40,41,GRB080507A,,27900.0,"GCN_circulars,superAGILE",233.72083333333336,IPN,56.416666666666664,IPN,0.05,IPN,,,,,,,,,,,,,,0,54593.322916666664,"GCN_circulars,superAGILE"
41,42,GRB080514B,,35758.672,"GCN_circulars,Konus-Wind Det",322.8208333333333,IPN,0.7333333333333333,IPN,0.2833333333333333,IPN,,,,,,,,,,,,,,0,54600.41387351852,"GCN_circulars,Konus-Wind Det"
42,43,GRB080515A,,21673.0,"GCN_circulars,Swift Det",3.166,Swift,32.564,Swift,0.01242641604759083,Swift,21.0,Swift,,,21673.0,Swift,2e-06,Swift,,,,,21.0,0,54601.25084490741,"GCN_circulars,Swift Det"
43,44,GRB080513A,,18849.927,"GCN_circulars,Konus-Wind Det",163.283,"GCN_circulars,IPN Triangulation",28.195,"GCN_circulars,IPN Triangulation",,,,,,,,,,,,,,,,0,54599.218170451386,"GCN_circulars,Konus-Wind Det"
44,45,GRB080516A,,1027.0,"GCN_circulars,Swift Det",120.64250000000001,Swift,-26.159805555555554,Swift,0.0001941627507436067,Swift,5.8,Swift,,,1027.0,Swift,2.6e-07,Swift,,,3.2,,5.8,0,54602.01188657407,"GCN_circulars,Swift Det"
45,46,GRB080517A,,76971.0,"GCN_circulars,Swift Det",102.24195833333333,Swift,50.73522222222222,Swift,0.00020710693412651383,Swift,64.6,Swift,,,76971.0,Swift,5.599999999999999e-07,Swift,,,0.089,IPN,64.6,0,54603.890868055554,"GCN_circulars,Swift Det"
46,47,GRB080520A,,80424.0,"GCN_circulars,Swift Det",280.1929166666667,Swift,-54.99194444444444,Swift,6.472091691453557e-05,Swift,2.8,Swift,,,80424.0,Swift,5.5e-08,Swift,,,1.545,,2.8,0,54606.93083333333,"GCN_circulars,Swift Det"
47,48,GRB080523A,,76911.0,"GCN_circulars,Swift Det",20.79808333333333,Swift,-64.0308888888889,Swift,0.0001941627507436067,Swift,102.0,Swift,,,76911.0,Swift,8.8e-07,Swift,,,,,102.0,0,54609.890173611115,"GCN_circulars,Swift Det"
48,49,GRB080524A,,15180.0,Swift,268.449,Swift,80.143,Swift,0.01941627507436067,Swift,9.0,Swift,,,15180.0,Swift,2.9e-07,Swift,,,,,9.0,0,54610.17569444444,Swift
49,50,GRB080602A,,5428.0,"GCN_circulars,Swift Det",19.175708333333333,Swift,-9.232194444444444,Swift,0.00022005111750942092,Swift,74.0,Swift,,,5428.0,Swift,3.2e-06,Swift,,,1.8204,IPN,74.0,0,54619.06282407408,"GCN_circulars,Swift Det"
50,51,GRB080603A,,40691.0,"GCN_circulars,INTEGRAL",279.37916666666666,IPN,62.733333333333334,IPN,0.05,IPN,,,,,,,,,,,1.688,IPN,,0,54620.47096064815,"GCN_circulars,INTEGRAL"
51,52,GRB080603B,,70692.383,"GCN_circulars,Konus-Wind Det",176.5319166666667,Swift,68.06110833333334,Swift,3.883255014872134e-05,Swift,60.0,Swift,,,70693.0,Swift,2.4e-06,Swift,,,2.69,"GCN_circulars,Other",60.617,0,54620.818198877314,"GCN_circulars,Konus-Wind Det"
52,53,GRB080604A,,26821.0,"GCN_circulars,Swift Det",236.96533333333335,Swift,20.557777777777776,Swift,6.472091691453557e-05,Swift,82.0,Swift,,,26821.0,Swift,8e-07,Swift,,,1.416,,82.0,0,54621.310428240744,"GCN_circulars,Swift Det"
53,54,GRB080605A,,85677.0,"GCN_circulars,Swift Det",262.1252083333334,Swift,4.015547222222223,Swift,6.472091691453557e-05,Swift,20.0,Swift,,,85677.0,Swift,1.33e-05,Swift,,,1.6398,"GCN_circulars,Optical",20.0,0,54622.991631944446,"GCN_circulars,Swift Det"
54,55,GRB080607A,,22043.336,"GCN_circulars,Konus-Wind Det",194.94666666666666,Swift,15.91965,Swift,6.472091691453557e-05,Swift,79.0,Swift,,,22047.0,Swift,2.4e-05,Swift,,,3.036,"GCN_circulars,Swift-UVOT Det",82.664,0,54624.2551312037,"GCN_circulars,Konus-Wind Det"
55,56,GRB080613A,,34521.0,"GCN_circulars,INTEGRAL",213.25416666666666,IPN,5.15,IPN,0.04666666666666666,IPN,,,,,,,,,,,,,,0,54630.39954861111,"GCN_circulars,INTEGRAL"
56,57,GRB080613B,,40357.0,"GCN_circulars,Swift Det",173.79799999999997,Swift,-7.105027777777778,Swift,0.0002718278510410494,Swift,105.0,Swift,,,40357.0,Swift,5.7999999999999995e-06,Swift,,,,,105.0,0,54630.467094907406,"GCN_circulars,Swift Det"
57,58,GRB080623A,,37528.0,"GCN_circulars,Swift Det",237.661,Swift,-62.049083333333336,Swift,0.00018121856736069957,Swift,15.2,Swift,,,37528.0,Swift,1e-06,Swift,,,,,15.2,0,54640.43435185185,"GCN_circulars,Swift Det"
58,59,GRB080625A,,44911.0,"GCN_circulars,superAGILE",298.44166666666666,IPN,56.266666666666666,IPN,0.05,IPN,,,,,,,,,,,,,,0,54642.51980324074,"GCN_circulars,superAGILE"
59,60,GRB080701A,,36817.0,"GCN_circulars,Swift Det",45.83858333333333,Swift,75.47477777777777,Swift,0.00022005111750942092,Swift,18.0,Swift,,,36817.0,Swift,7.1e-07,Swift,,,,,18.0,0,54648.42612268519,"GCN_circulars,Swift Det"
60,61,GRB080702A,,42643.0,"GCN_circulars,Swift Det",313.0508333333333,Swift,72.31294444444444,Swift,0.00023299530089232804,Swift,0.5,Swift,,,42643.0,Swift,3.6e-08,Swift,,,,,0.5,0,54649.49355324074,"GCN_circulars,Swift Det"
61,62,GRB080702B,,4241.0,Swift,355.56741666666665,Swift,-5.513138888888889,Swift,0.00031066040118977073,Swift,20.0,Swift,,,4241.0,Swift,5e-07,Swift,,,,,20.0,0,54649.04908564815,Swift
62,63,GRB080703A,,68413.0,"GCN_circulars,Swift Det",101.8026625,Swift,-63.21915555555555,Swift,6.472091691453557e-05,Swift,3.4,Swift,,,68413.0,Swift,2e-07,Swift,,,,,3.4,0,54650.791817129626,"GCN_circulars,Swift Det"
63,64,GRB080707A,,30473.0,"GCN_circulars,Swift Det",32.61833333333333,Swift,33.1095,Swift,0.00014238601721197828,Swift,27.1,Swift,,,30473.0,Swift,5.2e-07,Swift,,,1.23,"GCN_circulars,Optical",27.1,0,54654.35269675926,"GCN_circulars,Swift Det"
64,65,GRB080710A,,25990.0,"GCN_circulars,Swift Det",8.273541666666667,Swift,19.501472222222223,Swift,6.472091691453557e-05,Swift,120.0,Swift,,,25990.0,Swift,1.4e-06,Swift,,,0.845,,120.0,0,54657.30081018519,"GCN_circulars,Swift Det"
65,66,GRB080714A,GRB080714745,64373.511,Fermi_GBM,188.10600000000002,Swift,-60.27788888888889,Swift,0.00010355346706325692,Swift,59.649,Fermi_GBM,11.276,Fermi_GBM,64373.511,Fermi_GBM,6.333e-06,Fermi_GBM,1.4144e-07,Fermi_GBM,,,59.649,0,54661.74506378472,Fermi_GBM
66,67,GRB080721A,,37510.927,"GCN_circulars,Konus-Wind Det",224.4827291666667,Swift,-11.723483333333334,Swift,6.472091691453557e-05,Swift,16.2,Swift,,,37516.0,Swift,1.2e-05,Swift,,,2.59875,,21.273,0,54668.43415424768,"GCN_circulars,Konus-Wind Det"
67,68,GRB080723A,,15564.0,"GCN_circulars,Swift Det",274.4905416666666,Swift,-6.899583333333333,Swift,0.00018121856736069957,Swift,17.3,Swift,,,15564.0,Swift,3.2999999999999996e-07,Swift,,,,,17.3,0,54670.180138888885,"GCN_circulars,Swift Det"
68,69,GRB080723B,GRB080723557,48139.0,"GCN_circulars,INTEGRAL",176.79166666666669,IPN,-60.233333333333334,IPN,0.05,IPN,58.369,Fermi_GBM,1.985,Fermi_GBM,48143.743,Fermi_GBM,7.223e-05,Fermi_GBM,2.5419e-07,Fermi_GBM,,,63.112,0,54670.55716435185,"GCN_circulars,INTEGRAL"
69,70,GRB080725A,GRB080725435,37566.24,Fermi_GBM,121.699,Swift,-13.984,Swift,0.010096463038667548,Swift,25.92,Fermi_GBM,1.208,Fermi_GBM,37566.24,Fermi_GBM,7.9853e-06,Fermi_GBM,4.4172e-08,Fermi_GBM,,,127.76,0,54672.434794444445,Fermi_GBM
70,71,GRB080726A,,5170.0,"GCN_circulars,superAGILE",20.395833333333332,IPN,13.916666666666666,IPN,0.08333333333333333,IPN,,,,,,,,,,,,,,0,54673.05983796297,"GCN_circulars,superAGILE"
71,72,GRB080727A,,21459.0,"GCN_circulars,Swift Det",208.390875,Swift,-18.544583333333332,Swift,0.00020710693412651383,Swift,4.9,Swift,,,21459.0,Swift,1.3e-07,Swift,,,,,4.9,0,54674.24836805555,"GCN_circulars,Swift Det"
72,73,GRB080727B,,29604.0,"GCN_circulars,Swift Det",276.8588333333333,Swift,1.1625555555555556,Swift,0.00020710693412651383,Swift,8.6,Swift,,,29604.0,Swift,3.1e-06,Swift,,,,,8.6,0,54674.34263888889,"GCN_circulars,Swift Det"
73,74,GRB080727C,GRB080727964,83252.905,Fermi_GBM,32.634083333333336,Swift,64.13733333333333,Swift,0.0001941627507436067,Swift,89.089,Fermi_GBM,6.476,Fermi_GBM,83252.905,Fermi_GBM,1.3298e-05,Fermi_GBM,7.9086e-08,Fermi_GBM,,,89.089,0,54674.96357528935,Fermi_GBM
74,75,GRB080802A,,54741.0,"GCN_circulars,Swift Det",270.729,Swift,-32.329,Swift,0.01242641604759083,Swift,176.0,Swift,,,54741.0,Swift,1.2999999999999998e-06,Swift,,,,,176.0,0,54680.633576388886,"GCN_circulars,Swift Det"
75,76,GRB080804A,GRB080804972,84014.0,"GCN_circulars,Swift Det",328.66749999999996,Swift,-53.18461111111111,Swift,5.177673353162846e-05,Swift,24.704,Fermi_GBM,1.46,Fermi_GBM,84015.135,Fermi_GBM,9.1294e-06,Fermi_GBM,1.0589e-07,Fermi_GBM,2.2045,,34.0,0,54682.97238425926,"GCN_circulars,Swift Det"
76,77,GRB080805A,,27694.0,"GCN_circulars,Swift Det",314.22270833333334,Swift,-62.44463888888889,Swift,0.00020710693412651383,Swift,78.0,Swift,,,27694.0,Swift,2.4999999999999998e-06,Swift,,,1.505,,78.0,0,54683.32053240741,"GCN_circulars,Swift Det"
77,78,GRB080810A,GRB080810549,47409.381,Fermi_GBM,356.79275,Swift,0.31980555555555557,Swift,7.766510029744268e-05,Swift,75.201,Fermi_GBM,3.638,Fermi_GBM,47409.381,Fermi_GBM,9.4398e-06,Fermi_GBM,4.8957e-08,Fermi_GBM,3.35,"GCN_circulars,Optical",108.619,0,54688.5487196875,Fermi_GBM
78,79,GRB080822A,,45719.0,"GCN_circulars,Swift Det",75.27,"GCN_circulars,Swift Det",45.272,"GCN_circulars,Swift Det",,,,,,,,,,,,,,,,0,54700.52915509259,"GCN_circulars,Swift Det"
79,80,GRB080822B,,75772.0,"GCN_circulars,Swift Det",63.56,Swift,25.76,Swift,0.027959436107079363,Swift,64.0,Swift,,,75772.0,Swift,1.7e-07,Swift,,,,,64.0,0,54700.87699074074,"GCN_circulars,Swift Det"
80,81,GRB080825B,,64000.0,"GCN_circulars,superAGILE",209.28333333333333,IPN,-68.95,IPN,0.05,IPN,,,,,,,,,,,,,,0,54703.74074074074,"GCN_circulars,superAGILE"
81,82,GRB080825C,GRB080825593,51228.0,Fermi_LAT,233.95,Fermi_LAT,-4.55,Fermi_LAT,0.77,Fermi_LAT,20.992,Fermi_GBM,0.231,Fermi_GBM,51229.321,Fermi_GBM,3.4194e-05,Fermi_GBM,9.6983e-08,Fermi_GBM,,,22.313,0,54703.59291666667,Fermi_LAT
82,83,GRB080828A,,11685.0,"GCN_circulars,superAGILE",199.6291666666667,IPN,-65.93333333333334,IPN,0.05,IPN,,,,,,,,,,,,,,0,54706.135243055556,"GCN_circulars,superAGILE"
83,84,GRB080903A,,4343.0,"GCN_circulars,Swift Det",86.792,Swift,51.26416666666667,Swift,0.0001941627507436067,Swift,66.0,Swift,,,4343.0,Swift,1.4e-06,Swift,,,,,66.0,0,54712.0502662037,"GCN_circulars,Swift Det"
84,85,GRB080905A,GRB080905499,43134.0,"GCN_circulars,Swift Det",287.67408333333333,Swift,-18.880166666666668,Swift,0.00020710693412651383,Swift,0.96,Fermi_GBM,0.345,Fermi_GBM,43134.974,Fermi_GBM,8.5046e-07,Fermi_GBM,4.6217e-08,Fermi_GBM,0.1218,,1.934,0,54714.499236111114,"GCN_circulars,Swift Det"
85,86,GRB080905B,GRB080905705,60941.723,Fermi_GBM,301.74120833333336,Swift,-62.56305555555556,Swift,9.060928368034979e-05,Swift,105.984,Fermi_GBM,6.802,Fermi_GBM,60941.723,Fermi_GBM,2.9093e-06,Fermi_GBM,3.6346e-08,Fermi_GBM,2.374,,131.277,0,54714.705344016205,Fermi_GBM
86,87,GRB080906A,,48796.0,"GCN_circulars,Swift Det",228.044375,Swift,-80.51755555555556,Swift,8.284277365060552e-05,Swift,147.0,Swift,,,48796.0,Swift,3.5e-06,Swift,,,2.0,Swift,147.0,0,54715.56476851852,"GCN_circulars,Swift Det"
87,88,GRB080905C,GRB080905570,49282.208,Fermi_GBM,96.9,Fermi_GBM,-69.8,Fermi_GBM,4.801629856812337,Fermi_GBM,26.624,Fermi_GBM,2.896,Fermi_GBM,49282.208,Fermi_GBM,4.0911e-06,Fermi_GBM,5.6276e-08,Fermi_GBM,,,26.624,1,54714.570395925926,Fermi_GBM
88,89,GRB080906B,GRB080906212,18311.0,"GCN_circulars,Fermi GBM Det",182.8,Fermi_GBM,-6.4,Fermi_GBM,2.74746942139665,Fermi_GBM,2.875,Fermi_GBM,0.767,Fermi_GBM,18311.552,Fermi_GBM,5.8696e-06,Fermi_GBM,1.3896e-07,Fermi_GBM,,,3.427,1,54715.21193287037,"GCN_circulars,Fermi GBM Det"
89,90,GRB080913A,,24414.0,"GCN_circulars,Swift Det",65.72795833333332,Swift,-25.129638888888888,Swift,0.0001941627507436067,Swift,8.0,Swift,,,24414.0,Swift,5.599999999999999e-07,Swift,,,6.567500000000001,,8.0,0,54722.28256944445,"GCN_circulars,Swift Det"
90,91,GRB080915A,,169.0,"GCN_circulars,Swift Det",17.911,Swift,-76.042,Swift,0.018639624071386245,Swift,14.0,Swift,,,169.0,Swift,2.2999999999999997e-07,Swift,,,,,14.0,0,54724.00195601852,"GCN_circulars,Swift Det"
91,92,GRB080915B,,57215.0,"GCN_circulars,Swift Det",213.088,Swift,-11.491,Swift,0.007766510029744268,Swift,3.9,Swift,,,57215.0,Swift,9.9e-07,Swift,,,,,3.9,0,54724.662210648145,"GCN_circulars,Swift Det"
92,93,GRB080912A,GRB080912360,31132.867,Fermi_GBM,25.8,Fermi_GBM,-7.2,Fermi_GBM,5.86739643483844,Fermi_GBM,16.384,Fermi_GBM,2.896,Fermi_GBM,31132.867,Fermi_GBM,2.134e-06,Fermi_GBM,2.9727e-08,Fermi_GBM,,,16.384,1,54721.360334108795,Fermi_GBM
93,94,GRB080916A,GRB080916406,35118.0,"GCN_circulars,Fermi GBM Det",336.2758333333333,Swift,-57.02302777777778,Swift,6.472091691453557e-05,Swift,46.337,Fermi_GBM,7.173,Fermi_GBM,35119.450000000004,Fermi_GBM,7.8107e-06,Fermi_GBM,8.1758e-08,Fermi_GBM,0.689,,62.0,0,54725.40645833333,"GCN_circulars,Fermi GBM Det"
94,95,GRB080916B,,53087.0,"GCN_circulars,Swift Det",163.66574999999997,Swift,69.06608333333334,Swift,0.00010355346706325692,Swift,32.0,Swift,,,53087.0,Swift,6.3e-07,Swift,,,,,32.0,0,54725.614432870374,"GCN_circulars,Swift Det"
95,96,GRB080916C,GRB080916009,764.632,"GCN_circulars,Konus-Wind Det",119.84717,Fermi_LAT,-56.638333,Fermi_LAT,0.000138885,Fermi_LAT,62.977,Fermi_GBM,0.81,Fermi_GBM,766.894,Fermi_GBM,6.0272e-05,Fermi_GBM,6.9972e-08,Fermi_GBM,,,65.239,0,54725.008849907405,"GCN_circulars,Konus-Wind Det"
96,97,GRB080919A,,313.0,"GCN_circulars,Swift Det",265.22408333333334,Swift,-42.36825,Swift,0.00020710693412651383,Swift,0.6,Swift,,,313.0,Swift,7.2e-08,Swift,,,,,0.6,0,54728.00362268519,"GCN_circulars,Swift Det"
97,98,GRB080913B,GRB080913735,63511.0,"GCN_circulars,Fermi GBM Det",45.099999999999994,Fermi_GBM,-3.0,Fermi_GBM,4.348600348668932,Fermi_GBM,41.217,Fermi_GBM,7.281,Fermi_GBM,63511.163,Fermi_GBM,3.5447e-06,Fermi_GBM,8.6707e-08,Fermi_GBM,,,41.38,1,54722.735081018516,"GCN_circulars,Fermi GBM Det"
98,99,GRB080922A,,39816.0,"GCN_circulars,INTEGRAL",270.8458333333333,IPN,-22.483333333333334,IPN,0.045000000000000005,IPN,,,,,,,,,,,,,,0,54731.46083333333,"GCN_circulars,INTEGRAL"
